Sentence,hate_label
"Yeah, she's, like,
the best mom ever.",0
"I'm literally the only gay one
in my family.",0
"And I have
a Christian background,
and I've heard stories of kids
being shunned from the family
and all that.",0
"And my mom has done nothing
but make me feel accepted.",0
"And, she's just
an amazing woman.",0
I love my mom.,0
"Big love
to Mama Smalls.",0
"The best parents
and best childhood.",0
"Did you ever feel a--a need
to just study up on black stuff?",0
Kind of.,0
"It wasn't a weird thing
until I got to high school,
middle school.",0
"People were throwing out
all these, like,
black references.",0
"And I was, like, ""Wait.",0
"What does that mean?""",0
"Did you grow up with,
like, black culture
was, like, second-hand?",0
"I grew up
in an all-black family.",0
"I went to all-black high school,
all-black elementary school
and a majority
black middle school.",0
"Like, I get called ""Oreo,""
like, all the time.",0
It's obnoxious.,0
"Or, like, ""Oh,
he's kind of cute
for a black guy.""",0
"Oh, don't even get me started
on being cute for a black guy.",0
"Why it gotta be
black out?",0
"Wait, I think you're kind
of cute for a black guy, Naomi.",0
"Thank you, Kimberly Chi.",0
"Kind of, though.",0
"Oh, my Madonna.",0
"I am so excited
for this runway;
you have no idea.",0
"These queens better bring it
and make Madge proud.",0
"Put the bass in your walk
Head to toe,
let your whole body talk
And, what?",0
"Welcome to the main stage
of ""RuPaul's Drag Race.""",0
"The world's biggest Madonna fan,
Bible, girl.",0
Bible.,0
You must be my lucky star.,0
"A guy who's game for anything,
Carson Kressley.",0
"Now, who would you do
in the Snatch Game?",0
"I would impersonate, um,
like, maybe a man.",0
"Like, Michelle Visage.",0
"You need to get more butch,
baby.",0
The gorgeous Gigi Hadid.,0
"Now, is it more fun to hang out
with models or drag queens?",0
"Well, I've never had
this much fun at a runway show,
so, drag queens, of course.",0
"Oh, yes,
she better Hadid.",0
Stunning Chanel Iman.,0
"Did you have a good time
yesterday?",0
Yes.,0
It was everything.,0
"This week, our queens
channeled showbiz greats,
as they went
for Snatch Game gold.",0
"And tonight, my girls
are ready to take a bow,
because bitch!",0
They're Madonna.,0
UnapologeticBitches.,0
Start your engines.,0
And may the best woman win.,0
"The realness
Thorgy Thor.",0
"Crouching Tiger,
Hidden Drag Queen.",0
Nothing really matters.,0
"No, sure doesn't.",0
"As I'm walking down
the runway, I'm giving you,
like, angular,
interesting artistic movements,
and I'm feeling it.",0
Undercover geisha.,0
"Okay, that's one kimono.",0
"Up next, Kim Chi.",0
Oh.,0
Two in a row.,0
There's another kimono.,0
Vintage wedding kimono.,0
"But I wish I wasn't wearing
the same thing as Thorgy.",0
"She's servin'
that walk, Michelle.",0
She is.,0
"W-O-K.
Yeah.",0
Derrick Barry.,0
"What in the name of Lourdes
Maria Ciccone Leon is going on?",0
"Down in
the most original kimono.",0
"It's hand-painted,
and I feel like
this is a standout piece.",0
Is that sidewalk talk?,0
Jean Paul Gaultier.,0
"Yeah, yeah, yeah, yeah, yeah.",0
Naomi Smalls.,0
"Okay, was there
a fire sale?",0
What's going on?,0
"These girls
are really hung up on kimonos.",0
"Honestly, we had no idea
this was gonna happen.",0
"It's kimono-gate, bitches.",0
"Even though three other girls
are in the exact same look.",0
Kung fu fightin'.,0
"This is, like,
the Victoria's
Secret section of Madonna.",0
"I like that material, girl.",0
Acid Betty.,0
Thank God.,0
"It may have a few holes
in it, but--
My Madonna look today
is from ""Bedtime Stories,""
where she's pregnant,
giving birth to doves.",0
"This outfit
represents who I am,
because obviously
I'm the only one
creative enough to think of it.",0
I ain't mad at it.,0
"Thanks, Betty, girl.",0
"Bye, bye, birdie.",0
Robbie Turnter.,0
She's in a league of her own.,0
"There's no crying
in baseball, Robbie!",0
I feel so cute.,0
I've got my cute little dress.,0
"It's all hand-painted
with my little patches.",0
"I wonder if she's a pitcher
or a catcher.",0
Me too.,0
Chi Chi DeVayne.,0
"You're gonna poke somebody's
eyes out with those things.",0
If you're lucky.,0
"When you think of Madonna,
you think of the cone bra.",0
"Bitch, I look good.",0
"Oh, yeah.",0
"It's--she's totally
expressing herself.",0
"I think she likes
a little hanky-panky.",0
I'm breathless.,0
Oh!,0
"Not to be confused
with Bob the camp counselor.",0
"Aww, Bob's
such a trouper.",0
"My favorite Madonna look
is Madonna at the GLAAD Awards
when she dressed
like a boy scout.",0
"And it is a huge
political statement.",0
And I'm not in a kimono!,0
"Get a load
of those Girl Scout cookies.",0
Yes!,0
"And she earned a badge
for walking children in nature.",0
"The realness
Coming up...
You could have gone
so much bigger with her.",0
"You are like
a white Chaka Khan.",0
So you did Britney.,0
"Like a prayer,
we're taking you there,
right after this.",0
"Quicker than a ray of light,
we're back.",0
"Welcome, ladies.",0
"When I call your name,
please step forward
and strike a pose.",0
Kim Chi.,0
Chi Chi DeVayne.,0
You're both safe.,0
Thank you.,0
You may leave the stage.,0
"Oh, the power of good-bye.",0
Bye.,0
"Ladies, it's time
for the judges' critiques.",0
"Tonight
on the runway,
I don't know
if you guys had some kind of
symbiotic message
to each other,
but there's a lot of kimonos
which is very interesting.",0
"Thorgy, you did your take on it.",0
"You kept it in geisha,
but still Thorgy's in there.",0
"The Michael Jackson
was so good.",0
I loved all of it.,0
"You kept character
better than anyone.",0
It was everything for me.,0
It's 'cause she's bad.,0
She's bad.,0
You know it.,0
"I was not expecting
to see ""Bedtime Stories""
and the whole
bird-fly-out thing.",0
So kudos to that.,0
Thank you.,0
"I think your make-up
is okay tonight.",0
It's nothing spectacular.,0
"But where I was really let down,
was in the Snatch Game, Betty.",0
It didn't look like her.,0
"It was like the wig
and the make-up,
you were like
a white Chaka Khan.",0
"I didn't get
any Nancy Grace from it.",0
"It felt like
you were just being you.",0
"It was just a fail
all the way around.",0
"Sorry, not sorry.",0
Just keepin' it 100.,0
Woman funny.,0
"I needed like a nasal,
angry southern voice.",0
"And then she leans in,
and she wants to talk
to you on the TV
like she's in your living room.",0
I wish I had you as a coach.,0
Whew!,0
They are savages!,0
Roar!,0
All right.,0
"Up next, Robbie Turnter.",0
"I really enjoyed your catwalk
because it was really fun
and playful.",0
"I was really excited
about Diana.",0
"And I--I think that most people
may not know who that is.",0
"So I think that
how iconic she was,
and the voice and everything,
you kind of have to shove
that in people's faces
for them to get it.",0
"You could have gone
so much bigger with her.",0
Punk took my voice away.,0
"My voice kept cracking,
and I was going in and out
during Diana Vreeland.",0
"Hey, Michelle.",0
You buying what she's selling?,0
Mm.,0
With what was being said.,0
"Up next, Naomi Smalls.",0
"It's becoming quite
predictable
for Naomi to come out
in basically, lingerie.",0
"This is where we go, ""Oh, maybe
I should switch it up now.""",0
"In Snatch Game,
I got lost with the boobs.",0
"I think if you would have just
stuffed it to the max,
it would of made the character
a lot more obvious to me.",0
So we didn't love New York.,0
Sorry.,0
"I was very underwhelmed
with my performance.",0
"It was not coming out,
and I'm, like,
so embarrassed about it.",0
All right.,0
"Thank you, Naomi.",0
"Up next, Derrick Barry.",0
"So we did Britney, huh?",0
I am so grateful.,0
"Oh, God.",0
"You done good, girl.",0
"Me and Gigi really,
really loved your
Britney performance yesterday.",0
"You kept character
the whole time.",0
You just were Britney.,0
Thank you so much.,0
"Thank you, Derrick.",0
Bob The Drag Queen.,0
"Tonight, on the runway.",0
Love it.,0
I love your Madonna look too.,0
"And I know you're
a huge Madonna fan.",0
"And, like, one of
your biggest thing you said,
was when Madonna sent you,
like, a cease and desist?",0
Yes!,0
"The truth of the matter is,
her people called my people
because I looked a little
too much like her.",0
She couldn't take it.,0
Mm-hmm.,0
"You are serving ""womana.""",0
This old luscious body.,0
The Snatch Game.,0
"Uzo Aduba, amazing.",0
You were so good.,0
"Then, we get a little
Carol Channing.",0
"You gave us extra,
which was wonderful.",0
"I do want to caution you,
however.",0
"Sometimes you borderline
on showboating.",0
"A drag queen
showboating?",0
I never!,0
"All right, ladies.",0
"Well, I think
we've heard enough.",0
"While you untuck backstage,
the judges and I
will deliberate.",0
All right.,0
"Now, just between us
material squirrels.",0
What do you think?,0
Thorgy Thor.,0
"Her Michael Jackson,
I thought was divine.",0
"She was really good
at making fun of things
that are a little taboo.",0
"She stayed in character
the entire time.",0
"I really felt
like Michael was there.",0
Acid Betty.,0
Her runway was very creative.,0
"But her Nancy Grace
was more like Nancy Disgrace.",0
"Ooh, child.",0
I can be punny.,0
"Look out, y'all.",0
"She doesn't even
have the wig right.",0
"You need a little
helmet-y blonde.",0
"And then you need a few
little Nancy Grace-isms.",0
And none of that happened.,0
"It was just like,
she didn't even know
who Nancy Grace was.",0
Robbie Turnter.,0
"The ""League of Their Own"" look
stood out from the rest.",0
I would give it a B plus.,0
We love Diana Vreeland.,0
"We do, indeed.",0
Everything was wrong about it.,0
"Why didn't she go
for the blown-back hair?",0
"With the--
with the bump at the top.",0
Yes!,0
"The worst part
of the whole thing tonight
with Robbie, was the--
""I have no voice.""",0
"Somebody just get
a cough drop already.",0
"You don't have a voice
anymore?",0
"And I think she needs
to get out of her head
and get into my car.",0
Okay.,0
"All right, Billy Ocean.",0
"Naomi Smalls
did Tiffany Pollard.",0
New York.,0
She didn't do New York.,0
She did not do New York.,0
She wasn't New York.,0
She wasn't Connecticut.,0
She wasn't New Jersey.,0
She wasn't Long Island.,0
I don't know what she was.,0
"But, Naomi's was my favorite
of the kimonos.",0
"She made me want to wear it,
but I don't know
if it really screamed ""Madonna.""",0
Derrick Barry.,0
The Britney blew me away.,0
"I was so excited for every time
that she was going
to answer a question.",0
"The runway thing,
I always find her a bit
timid on the runway.",0
"When you're on the catwalk,
you've got to just
give it all you got.",0
"You know, I once asked Iman
what is on her mind
on the runway.",0
"And she looked at me dead
in the eyes and said, ""Africa.""",0
"That's what I do
when I go to bars.",0
"Oh, really?",0
Yes.,0
Think about Africa.,0
Oh-kerr!,0
"Oh--
Bob The Drag Queen.",0
She flipped the script.,0
"Come back as an African-American
Carol Channing
doing a fabulous
impersonation of her.",0
Right.,0
"And the Madonna thing,
it was the most
well put together
thought-out costume.",0
"I didn't even know
leg pads were a thing.",0
"There's a lot goin'
on on the stage
that would blow your mind, Gigi.",0
Uh-huh.,0
Show-and-tell backstage after?,0
"Oh, I don't know
if you ready.",0
Silence!,0
I've made my decision.,0
Bring back my girls.,0
"More ki ki with Gigi
right after this.",0
"You got the moves, baby,
we be causing a commotion.",0
Let's watch.,0
I've made some decisions.,0
Thorgy Thor.,0
"Your Michael Jackson
was off the wall.",0
"And your Madonna look
was something to remember.",0
Bob The Drag Queen.,0
"I's was crazy
about your Snatch Game.",0
"And on the runway,
you are one unapologetic bitch.",0
"Bob The Drag Queen,
condragulations,
you are the winner
of this week's challenge.",0
Thank you.,0
Thank you.,0
"You've won a collection
of handbags and wallets
from Lux De Ville
valued at $7,000.",0
"Now, that's
""purse first,"" baby.",0
Wow.,0
Whoo!,0
"I took a risk, and it paid off.",0
"Bob and Thorgy,
you may join the other girls.",0
Derrick Barry.,0
You are safe.,0
Thank you.,0
Thank you so much.,0
"Acid Betty,
your runway was
an immaculate conception.",0
"But your Nancy Grace left us
asking,
""Who's that girl?""",0
"I'm sorry, my dear,
but you are up for elimination.",0
"I totally agree
with Snatch Game.",0
It sucked.,0
But I think Snatch Game sucks.,0
Said no one ever.,0
Your runway was a hit.,0
"But your Snatch Game
was a swing and a miss.",0
"Naomi Smalls,
your runway look was borderline.",0
"But your impersonation
of ""New York""
bordered on ""New Jersey.""",0
"Hey, why's she gotta bring
New Jersey into this?",0
Naomi Smalls.,0
"I'm sorry, my dear,
but you are up for elimination.",0
"All right, time to go big,
Naomi Smalls.",0
You are safe.,0
Thank you.,0
Two queens stand before me.,0
"As always, I've consulted
with the judges.",0
"But quite frankly,
I don't give a
fuck what they say.",0
"Because the final decision
is mine to make.",0
"Um, I'll still be here
just in case you need me.",0
"This is your last chance
to impress me
and save yourself
from elimination.",0
"The time has come
for you to lip-synch
for your life!",0
Life!,0
"I'm not about to go home
to Acid Betty.",0
"I'm gonna bring it,
and I'm gonna do everything
I can to send this bitch home.",0
"Good luck,
and don't fuck it up.",0
"I've got the moves, baby
You got the motion
If we got together
We'd be causing a commotion
Someday you'll see
my point of view
I'm pregnant with birds
coming out of my belly,
and now I have to lip-synch
for my life?",0
I'm ready to make TV history.,0
"Work for you
You've got to
make the compromise
And maybe
Then we can keep
our love alive
And when it falls,
we won't let it die
It doesn't matter
if you win or lose
It's how you play the game
So get into the groove
All you hear is music.",0
"You have no idea what's
happening around you.",0
"And in that moment, you will do
whatever it takes to stay.",0
"Commotion
I hope you find
What you're looking for
Is it mine?",0
"Walk through that door
We're wasting time
Make up your mind
And get into the groove
I got the moves, baby
You got the motion
If we got together
We'd be causing a commotion
Causing a commotion
Oh, she's having it...
officially.",0
Yeah!,0
Ladies.,0
I've made my decision.,0
"Naomi Smalls,
shantay, you stay.",0
Oh.,0
Acid Betty.,0
"You've taken us
on one wild trip.",0
Thanks for the high.,0
Thank you for the opportunity.,0
It's been amazing.,0
"And I'm so happy to be
a part of royalty now.",0
"Now, sashay away.",0
"Now, there goes
one unapologetic bitch.",0
I love you guys.,0
Acid Betty out!,0
I'm so happy that I came here.,0
"I would not change this
for anything.",0
"Legends are born
in ""RuPaul's Drag Race"".",0
And now I'm officially a legend.,0
Bitches beware.,0
"'Cause Acid Betty is now
being released to the world.",0
"And it's gonna be trouble
from here on out.",0
My seven rays of light.,0
You live to die another day.,0
"And remember,
if you can't love yourself,
how in the hell are you
gonna love somebody else?",0
"Can I get an ""Amen"" in here?",0
Amen.,0
All right.,0
"Now, let the music play.",0
"All right, material squirrels.",0
"Thanks for watching
our girlie show.",0
"Next week we're off
to see the wizard.",0
"I got you, Dorothy.",0
Deuces!,0
